year	sentence
2004	And finally, a special thank you to the administrators of the libraries in the Vanguard Learning Colleges�Cynthia Fugate, Cascadia Community College/University of Washington at Bothell; Mary Landry, Community College of Baltimore County; David Gleim, Auraria Library/Community College of Denver; Lynne Bentley, Humber College; Jerrie Bourgo and Arron Wings, Kirkwood Community College; Nadine Williams, Lane Community College; Kalleen Mortensen, Madison Area Technical College; Sylvia Jenkins, Moraine Valley Community College; George Mozes, Palomar College; Virginia Peters and Sonya Kirkwood, Sinclair Community College; and Kerry Sullivan, Valencia Community College.
2004	viii
2004	ACKNOWLEDGEMENTS I would like to recognize Robert Morris University for its true acceptance of diversity, Dr. F. Kohun for the creation of an exemplary doctoral program, Dr. A. J.
2004	Grant for his trust and support of my intellectual interests, Dr. J. Baugh and Dr. G. Semich for their guidance and thoughtfulness, and to Dr. A. Debons for his enlightening wisdom.
2004	vii
2004	Acknowledgements
2004	Acknowledgements
2005	4.
2005	Collect base-line data from the directors for future study of a selected group of internal factors (innate or developed) chosen: ability, flexibility, communication, determination, proactivity, hard work, personality, intelligence and enjoyment.
2005	The expectation is that since certain factors play a significant role in career development, the acknowledgement of their existence and effect need to be known.
2005	ACKNOWLEDGEMENTS Many people have helped and inspired me in this research and in the studies leading up to it.
2005	I would like to specifically thank the most notable: To Chuck Hall, the greatest interlibrary loan guy there is, thanks for all the hard labor and never giving up when I needed one more and one more hard-to-find research study.
2005	To Dottie Bowers, my study and driving and group-presentation buddy, the Queen of Power Point, thanks for your love and encouragement.
2005	To my advisor and professor Dr. Marybelle Keim, who taught me how to be a teacher, thank you for being the kind of advisor every student would like to have.
2005	To my Mom, Dorothy Davidson, my example of a strong and wise woman, thanks for always being there for me.
2005	To the memory of my Dad, Charles Davidson, who began telling me in my infancy to go to college: may I stop now?
2005	And most of all, to my husband Mark, my inspiration to reach always higher, thanks for putting up with my absences and extra work load and thanks for lightening it by proofreading and setting up tables and formatting and printing and, most of all, for love and support and encouragement.
2005	I couldn�t have done it without you.
2005	Thank goodness you didn't have to type this one!
2005	iii
2005	Acknowledgements
2005	Acknowledgments
2005	ACKNOWLEDGMENTS
2005	Acknowledgements
2005	ACKNOWLEDGMENTS I would like to thank my friends and family for making this possible.
2005	I also thank my committee for taking this project on, and providing wisdom and experience during the journey of this project.
2005	Thanks to my fellow classmates who have also critiqued this thesis, adding invaluable insights.
2005	Thanks to the fellow students who helped with the final documentation, Colin Tarbert and John Catania.
2005	I would especially like to thank Becky Roberts for her unwavering encouragement during these years.
2005	You are always there for me, and your support will be remembered long after this thesis is forgotten.
2005	ii
2005	ACKNOWLEDGEMENTS First and foremost great thanks to Allah, who makes all things possible.
2005	I am truly grateful to several individuals for their support towards the completion of this work, I would like to thank and express my gratitude to the members of my dissertation committee for their advice and guidance during my work.
2005	First, I am very grateful for and indebted to my major advisor, Dr. Kathleen Burnett, for her insightful advice, encouragement, and support during the conduct of this study.
2005	She has been my advisor and mentor from the beginning of my doctoral program until the very end.
2005	I appreciate and am truly thankful for her patience and willingness to work with me.
2005	I would like, also, to thank my committee members, Dr. Peter Garretson, Dr. Michelle Kazmer, and Dr. Darrell Burke, for their guidance, helpful suggestions, and valuable comments.
2005	Moreover, I would like to thank Dr. Robert Brooks, the developer of the Information Interaction Styles Model, for his time, help, and guidance towards understanding the IIS model, and for his important comments and helpful suggestions.
2005	I would like to thank Dr. John Gathegi and Dr. Marcella Genz for their support and encouragement.
2005	Also, I would like to thank the technical services� staff of the College of Information for their help with setting up the computer equipment.
2005	My thanks also go to my country Saudi Arabia and Taibah University for their sponsorship and support throughout my graduate studies.
2005	I would like to extend my thanks to Dr. Mishan Al- Otaibi for his guidance and support; my uncle, General Qazi Malki, for his help, support, and encouragement throughout my studies; and to my friends Dr. Arif Dagli, Dr. Ahmed Abdulah, Dr. Ali Al- Malki, Dr. Muhammed El-Bendary, and Dr. Jamal Bin-darwish, for their help with data analysis and supportive insight; and Ms. Julia Padgett for providing me with valuable comments, helpful suggestions, and editorial assistance.
2005	Finally, I am very grateful for my family, Azhar, Soliaman and Zahrah, for their patience, support, and understanding.
2005	iv
2005	ACKNOWLEDGEMENTS I wish to express my sincere and deep appreciation to all people who assisted in completing this research: To my major professor Dr. Kathleen Burnett who has been my advisor, colleague, and mentor throughout my doctoral program.
2005	She had firmly supported me personally and professionally in my graduate work from the beginning to the end.
2005	I am deeply indebted to her for her willingness to work closely with me through this experience.
2005	To my research committee members Drs.
2005	Marcy Driscoll, Michelle Kazmer and Gary Burnett who provided their qualitative research expertise and were very supportive and encouraging throughout my work on this dissertation.
2005	To the participants in this study whose willingness and participation in this study made this dissertation possible.
2005	To my academic program committee members Drs.
